,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,BLOCK,PLAN,DISTRICT_LOT,LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_IMPROVEMENT_VALUE,PREVIOUS_LAND_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE,REPORT_YEAR
213743,006-279-198,STRATA,594251680030,59425168,RM-4,Multiple Family Dwelling,,VAS969,183,30,404,1864.0,FRANCES ST,V5L 1Z7,SHARE IN COM PROP THEREIN.,83  NEW WESTMINSTER UNDIV 516/16812,LOT 30  PLAN VAS969  DISTRICT LOT 1,,,358000.0,49200.0,2021.0,51500.0,318000.0,1981.0,1981.0,,14,2021
11093,023-685-972,STRATA,664090980031,66409098,CD-1 (306),Comprehensive Development,,LMS2703,526,31,309,2028.0,11TH AVE W,V6J 2C9,3 SHARE IN COM PROP THEREIN.,526  NEW WESTMINSTER UNDIV 853/3599,LOT 31  PLAN LMS2703  DISTRICT LOT,,,486000.0,274000.0,2021.0,271000.0,409000.0,1996.0,1996.0,,2,2021
163758,028-572-033,STRATA,592115090065,59211509,CD-1 (468),Comprehensive Development,,EPS390,185,65,2302,1499.0,PENDER ST W,V6G 0A7,NTEREST IN THE COMMON PROPERTY IN P,"85  NWD GROUP 1, TOGETHER WITH AN I",LOT 65  PLAN EPS390  DISTRICT LOT 1,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,1806000.0,459000.0,2021.0,453000.0,1835000.0,2011.0,2011.0,,26,2021
158066,010-262-865,LAND,710041630000,71004163,RS-5,One Family Dwelling,25,VAP4601,139,4,,3523.0,KING EDWARD AVE W,V6S 1M4,,RICT LOT 139  NWD OF LOT 3.,LOT 4  BLOCK 25  PLAN VAP4601  DIST,,,1721000.0,310000.0,2021.0,320000.0,1600000.0,1989.0,1989.0,,3,2021
163563,005-162-891,LAND,683234450000,68323445,RT-5,Two Family Dwelling,170,404 & 1771,264A,27,,1585.0,13TH AVE E,V5N 2B7,"E, & PL 1771.",CT LOT 264A  NWD EXC N 5 FT NOW LAN,LOT 27  BLOCK 170  PLAN 222  DISTRI,,,1736000.0,45900.0,2021.0,46300.0,1599000.0,1944.0,1944.0,,14,2021
85930,015-829-308,STRATA,638072420002,63807242,RT-8,Two Family Dwelling,,VAS2612,192,2,,2648.0,3RD AVE W,V6K 1M3,M PROP THEREIN TOGETHER WITH AN INT,92  NWD UNDIV 1321/2720 SHARE IN CO,LOT 2  PLAN VAS2612  DISTRICT LOT 1,EREST IN THE COMMON PROPERTY IN PRO,PORTION TO THE UNIT ENTITLEMENT OF,1531000.0,192000.0,2021.0,191000.0,1270000.0,1990.0,1995.0,,2,2021
94748,011-243-872,LAND,708190850000,70819085,RS-7,One Family Dwelling,1,VAP5112,301,17,,285.0,24TH AVE E,V5V 1Z7,,RICT LOT 301  NEW WESTMINSTER,LOT 17  BLOCK 1  PLAN VAP5112  DIST,,,1609000.0,869000.0,2021.0,261000.0,1481000.0,1921.0,2000.0,,15,2021
116650,011-067-543,LAND,646173070000,64617307,I-1,Light Industrial,15,VAP5832,302,A,,2288.0,ALBERTA ST,V5Y 3K6,"T 12, LOT C, BLOCK 15, PLAN VAP5832",RICT LOT 302  NEW WESTMINSTER OF LO,LOT A  BLOCK 15  PLAN VAP5832  DIST,", DISTRICT LOT 302, NEW WESTMINSTER","LAND DISTRICT, OF LOT 12, LOT B, B",9473000.0,14200.0,2021.0,13900.0,9473000.0,1980.0,1980.0,,13,2021
120963,006-408-141,STRATA,641234510035,64123451,RM-4,Multiple Family Dwelling,,VAS1318,264A,35,313,1595.0,6TH AVE E,V5N 5S1,885000 SHARE IN COM PROP THEREIN.,264A  NEW WESTMINSTER UNDIV 61500/2,LOT 35  PLAN VAS1318  DISTRICT LOT,,,370000.0,62000.0,2021.0,64100.0,368000.0,1983.0,1983.0,,14,2021
213094,027-814-149,STRATA,648122090003,64812209,C-3A,Commercial,,BCS3321,526,3,105,1675.0,8TH AVE W,V6J 0A8,NTEREST IN THE COMMON PROPERTY IN P,"26  NWD GROUP 1, TOGETHER WITH AN I",LOT 3  PLAN BCS3321  DISTRICT LOT 5,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM V,709000.0,370000.0,2021.0,365000.0,671000.0,2009.0,2009.0,,7,2021
174687,004-216-296,LAND,813261610000,81326161,RS-1,One Family Dwelling,51,VAP8514,FV,21,,2409.0,BONNYVALE AVE,V5S 2B7,,TRICT LOT FV  NWD GROUP 1.,LOT 21  BLOCK 51  PLAN VAP8514  DIS,,,1515000.0,663000.0,2021.0,665000.0,1333000.0,2010.0,2010.0,,25,2021
130854,005-408-539,LAND,772316940000,77231694,RS-1,One Family Dwelling,1 & 8,VAP13308,,14,,6435.0,FRONTENAC ST,V5S 3P6,HLF.,NEW WESTMINSTER DISTRICT LOT 339 N,LOT 14  BLOCK 1 & 8  PLAN VAP13308,,,1502000.0,66100.0,2021.0,71300.0,1340000.0,1970.0,1970.0,,25,2021
161239,013-975-838,LAND,818197360000,81819736,RS-1,One Family Dwelling,8,VAP2212,326A,27,,436.0,62ND AVE E,V5X 2G1,LK 11.,"RICT LOT 326A  NWD PART E 1/2, TO B",LOT 27  BLOCK 8  PLAN VAP2212  DIST,,,1306000.0,36500.0,2021.0,36200.0,1131000.0,1952.0,1952.0,,17,2021
50637,013-605-411,LAND,807216720000,80721672,RS-1,One Family Dwelling,5,VAP2586,658,30,,1070.0,56TH AVE E,V5X 1S2,,RICT LOT 658  NWD GROUP 1.,LOT 30  BLOCK 5  PLAN VAP2586  DIST,,,1262000.0,134000.0,2021.0,138000.0,1139000.0,1984.0,1984.0,,17,2021
165074,018-710-077,STRATA,631097080051,63109708,CD-1 (290),Comprehensive Development,,LMS1350,526,51,702,1888.0,YORK AVE,V6J 5H8,SHARE IN COM PROP THEREIN.,526  NEW WESTMINSTER UNDIV 239/4036,LOT 51  PLAN LMS1350  DISTRICT LOT,,,2085000.0,726000.0,2021.0,718000.0,2041000.0,1994.0,1994.0,,2,2021
118771,011-929-197,LAND,230739350000,23073935,RS-1,One Family Dwelling,3,VAP1383,711,11,,5359.0,KNIGHT ST,V5P 2T8,,RICT LOT 711  NWD GROUP 1.,LOT 11  BLOCK 3  PLAN VAP1383  DIST,,,1057000.0,36000.0,2021.0,37000.0,949000.0,1958.0,1965.0,,19,2021
105287,023-110-350,STRATA,253683930002,25368393,RT-5A,Two Family Dwelling,,LMS2029,264A,2,,1883.0,14TH AVE E,V5N 2E3,INTEREST IN THE COMMON PROPERTY IN,"64A  NWD GROUP 1, TOGETHER WITH AN",LOT 2  PLAN LMS2029  DISTRICT LOT 2,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,957000.0,151000.0,2021.0,155000.0,888000.0,1995.0,1995.0,,14,2021
48622,024-522-562,STRATA,612157030277,61215703,CD-1 (324),Comprehensive Development,,LMS3903,FC,277,1901,198.0,AQUARIUS MEWS,V6Z 2Y4,IN THE COMMON PROPERTY IN PROPORTIO,FC  NWD TOGETHER WITH AN INTEREST,LOT 277  PLAN LMS3903  DISTRICT LOT,N TO THE UNIT ENTITLEMENT OF THE ST,RATA LOT AS SHOWN ON FORM 1.,551000.0,237000.0,2021.0,234000.0,562000.0,1999.0,1999.0,,30,2021
142604,003-201-201,LAND,701061950000,70106195,RS-1,One Family Dwelling,10,VAP6769,139,9,,2905.0,22ND AVE W,V6L 1M9,,RICT LOT 139  NWD OF LOT 2.,LOT 9  BLOCK 10  PLAN VAP6769  DIST,,,2292000.0,962000.0,2021.0,965000.0,2081000.0,2007.0,2007.0,,4,2021
204231,011-308-001,LAND,179747960000,17974796,RS-1,One Family Dwelling,1003A,VAP4381,526,8,,5690.0,COLUMBIA ST,V5Y 3H7,BSIDY LOT 1.,ISTRICT LOT 526  NEW WESTMINSTER SU,LOT 8  BLOCK 1003A  PLAN VAP4381  D,,,1831000.0,36000.0,2021.0,38700.0,1822000.0,1947.0,1955.0,,9,2021
90735,024-640-115,STRATA,138614930244,13861493,DD,Comprehensive Development,,LMS4050,541,244,2701,501.0,PACIFIC ST,V6Z 2X6,974 SHARE IN COM PROP THEREIN.,541  NEW WESTMINSTER UNDIV 481/149,LOT 244  PLAN LMS4050  DISTRICT LOT,,,411000.0,188000.0,2021.0,186000.0,413000.0,1999.0,1999.0,,29,2021
185634,013-025-562,LAND,790224680000,79022468,RS-1,One Family Dwelling,B,VAP3254,740,2A,,1268.0,49TH AVE E,V5W 2J2,FT NOW ROAD.,"RICT LOT 740  NWD GROUP 1, EXC N 7",LOT 2A  BLOCK B  PLAN VAP3254  DIST,,,1128000.0,28200.0,2021.0,27600.0,1071000.0,1940.0,1940.0,,17,2021
146238,023-803-321,STRATA,589178050056,58917805,HA-2,Historic Area,,LMS2854,196,56,408,1.0,CORDOVA ST E,V6A 4H3,SHARE IN COM PROP THEREIN.,196  NEW WESTMINSTER UNDIV 55/4285,LOT 56  PLAN LMS2854  DISTRICT LOT,,,414000.0,162000.0,2021.0,163000.0,406000.0,1997.0,1997.0,,26,2021
115581,005-480-108,STRATA,267830020026,26783002,CD-1 (156),Comprehensive Development,,VAS1774,329,26,,8446.0,SOUTH SHORE CRES,V5P 4V6,93 SHARE IN COM PROP THEREIN.,329  NEW WESTMINSTER UNDIV 1556/532,LOT 26  PLAN VAS1774  DISTRICT LOT,,,607000.0,249000.0,2021.0,255000.0,562000.0,1986.0,1986.0,,25,2021
120527,008-571-902,LAND,50706880000,5070688,RS-5,One Family Dwelling,17,VAP4669,139,7,,3986.0,BLENHEIM ST,V6L 2Y7,,RICT LOT 139  NWD OF LOT 1.,LOT 7  BLOCK 17  PLAN VAP4669  DIST,,,1760000.0,285000.0,2021.0,296000.0,1530000.0,1984.0,1995.0,,3,2021
73736,029-320-071,STRATA,124614080033,12461408,CD-1 (502),Comprehensive Development,,EPS1991,541,33,701,1308.0,HORNBY ST,V6Z 0C5,INTEREST IN THE COMMON PROPERTY IN,"541  NWD GROUP 1, TOGETHER WITH AN",LOT 33  PLAN EPS1991  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,626000.0,337000.0,2021.0,331000.0,594000.0,2014.0,2014.0,,29,2021
154691,029-259-924,LAND,278755720000,27875572,RS-1,One Family Dwelling,1,EPP34672,50,A,,5978.0,WALES ST,V5R 3N7,,RICT LOT 50  NWD GROUP 1.,LOT A  BLOCK 1  PLAN EPP34672  DIST,,,1201000.0,648000.0,2021.0,649000.0,1106000.0,2015.0,2016.0,,24,2021
64154,030-698-430,STRATA,830170950204,83017095,CD-1 (71),Comprehensive Development,,EPS5144,311,204,2507,455.0,MARINE DR SW,V5X 0H3,"ER LAND DISTRICT, & DL 323, TOGETHE","ICT LOT 311, GROUP 1, NEW WESTMINST","STRATA LOT 204, PLAN EPS5144, DISTR",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,788000.0,454000.0,2021.0,445000.0,784000.0,,,,12,2021
118504,007-718-217,LAND,670040860000,67004086,RS-5,One Family Dwelling,61,VAP2402,540,12,,3610.0,10TH AVE W,V6R 2G3,,TRICT LOT 540  NEW WESTMINSTER,LOT 12  BLOCK 61  PLAN VAP2402  DIS,,,1810000.0,150000.0,2021.0,152000.0,1640000.0,1989.0,1989.0,,2,2021
197989,007-975-716,LAND,281751710000,28175171,RS-1,One Family Dwelling,2,VAP3344,50,19,,5773.0,EARLES ST,V5R 3S4,,RICT LOT 50  NEW WESTMINSTER,LOT 19  BLOCK 2  PLAN VAP3344  DIST,,,1203000.0,136000.0,2021.0,139000.0,1104000.0,1984.0,1984.0,,24,2021
104600,029-401-879,LAND,701197770000,70119777,RS-1,One Family Dwelling,,EPP42194,301,2,,481.0,22ND AVE E,V5V 1T9,,301  NWD GROUP 1.,LOT 2  PLAN EPP42194  DISTRICT LOT,,,1543000.0,599000.0,2021.0,600000.0,1418000.0,2014.0,2014.0,,15,2021
153918,028-762-878,STRATA,670026450011,67002645,C-2,Commercial,148,BCS4338,540,11,207,4355.0,10TH AVE W,V6R 2H6,ER WITH AN INTEREST IN THE COMMON P,"STRICT LOT 540  NWD GROUP 1, TOGETH",LOT 11  BLOCK 148  PLAN BCS4338  DI,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,429000.0,186000.0,2021.0,184000.0,408000.0,2012.0,2012.0,,1,2021
167045,015-019-659,LAND,654134370000,65413437,RM-3,Multiple Family Dwelling,352,VAP991,526,17,,1357.0,10TH AVE W,V6H 1J7,"16, BLOCK 352, PLAN VAP991, DISTRIC",TRICT LOT 526  NEW WESTMINSTER LOT,LOT 17  BLOCK 352  PLAN VAP991  DIS,"T LOT 526, NEW WESTMINSTER LAND DIS","TRICT, EXCEPT E 17'.",5867000.0,1306000.0,2021.0,1391000.0,6100000.0,1963.0,1963.0,,7,2021
90306,016-884-841,STRATA,684163910010,68416391,RM-4,Multiple Family Dwelling,,VAS2820,526,10,W204,639.0,14TH AVE W,V5Z 1P7,9 SHARE IN COM PROP THEREIN PHASE 1,526  NEW WESTMINSTER UNDIV 857/1882,LOT 10  PLAN VAS2820  DISTRICT LOT,.,,571000.0,189000.0,2021.0,193000.0,530000.0,1991.0,1991.0,,7,2021
146611,008-174-555,LAND,230631960000,23063196,I-2,Light Industrial,70,VAP442,264A,7,,1844.0,CLARK DR,V5N 3G4,INSTER LAND DISTRICT.,"1771, DISTRICT LOT 264A, NEW WESTM","LOT 6 TO 8, BLOCK 70, PLAN VAP442 &",,,6633000.0,14200.0,2021.0,13900.0,6633000.0,1957.0,1970.0,,14,2021
121918,014-993-848,LAND,87630620000,8763062,C-2B,Commercial,194,VAP1076,526,20,,2181.0,YORK AVE,V6K 1C4,"19, BLOCK 194, PLAN VAP1076, PART","STRICT LOT 526  NWD PART N 1/2, LOT",LOT 20  BLOCK 194  PLAN VAP1076  DI,"N 1/2, DISTRICT LOT 526, NEW WESTMI",NSTER LAND DISTRICT.,5400000.0,63800.0,2021.0,20000.0,6210000.0,1910.0,1910.0,,2,2021
175923,012-604-453,LAND,79790620000,7979062,RS-5,One Family Dwelling,1,VAP3577,526,29,,6636.0,VINE ST,V6P 5W5,,"RICT LOT 526  NWD OF LOT 4, SOUTH.",LOT 29  BLOCK 1  PLAN VAP3577  DIST,,,1713000.0,100000.0,2021.0,104000.0,1670000.0,1929.0,1980.0,,6,2021
95346,009-319-654,LAND,810276620000,81027662,RS-1,One Family Dwelling,72,VAP10684,FV,5,,2730.0,54TH AVE E,V5S 1X8,,TRICT LOT FV  NWD GROUP 1.,LOT 5  BLOCK 72  PLAN VAP10684  DIS,,,1398000.0,36400.0,2021.0,36700.0,1264000.0,1961.0,1961.0,,25,2021
203939,023-525-088,STRATA,161612030003,16161203,CD-1 (297),Comprehensive Development,,LMS2518,FC,3,THC,1203.0,MARINASIDE CRES,V6Z 2V2,"RICT, TOGETHER WITH AN INTEREST IN","T LOT FC, NEW WESTMINSTER LAND DIST","STRATA LOT 3, PLAN LMS2518, DISTRIC",THE COMMON PROPERTY IN PROPORTION T,O THE UNIT ENTITLEMENT OF THE STRAT,1197000.0,561000.0,2021.0,555000.0,1221000.0,1996.0,1996.0,,30,2021
36066,013-290-011,LAND,750286600000,75028660,RS-1,One Family Dwelling,11,VAP2963,50,11,,2974.0,41ST AVE E,V5R 2X5,DY LOT 9 TO 18.,TRICT LOT 50  NEW WESTMINSTER SUBSI,LOT 11  BLOCK 11  PLAN VAP2963  DIS,,,1039000.0,437000.0,2021.0,445000.0,991000.0,2013.0,2013.0,,24,2021
93289,018-702-023,LAND,824212150000,82421215,RS-1,One Family Dwelling,5,LMP15868,327,K,,811.0,64TH AVE E,V5X 2N5,,RICT LOT 327  NWD TO BLK 8 OF A.,LOT K  BLOCK 5  PLAN LMP15868  DIST,,,1228000.0,498000.0,2021.0,516000.0,1085000.0,1994.0,1994.0,,17,2021
29492,003-199-983,STRATA,790312250099,79031225,CD-1 (64),Comprehensive Development,,VAS53,339,99,99,3445.0,49TH AVE E,V5S 1M3,"RICT, TOGETHER WITH AN INTEREST IN","LOT 339, NEW WESTMINSTER LAND DIST","STRATA LOT 99, PLAN VAS53, DISTRICT",THE COMMON PROPERTY IN PROPORTION T,O THE UNIT ENTITLEMENT OF THE STRAT,560000.0,54100.0,2021.0,56400.0,525000.0,1972.0,1972.0,,25,2021
57663,023-159-162,STRATA,597117280116,59711728,CD-1 (254),Comprehensive Development,,LMS2080,185,116,1702,1238.0,MELVILLE ST,V6E 4N2,"ER LAND DISTRICT, TOGETHER WITH AN","ICT LOT 185, GROUP 1, NEW WESTMINST","STRATA LOT 116, PLAN LMS2080, DISTR",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,566000.0,274000.0,2021.0,279000.0,537000.0,1995.0,1995.0,,26,2021
109325,013-851-519,LAND,694179060000,69417906,RS-7,One Family Dwelling,563,VAP2354,526,1,,196.0,19TH AVE W,V5Y 2B4,,TRICT LOT 526  NWD  GROUP 1,LOT 1  BLOCK 563  PLAN VAP2354  DIS,,,2920000.0,25600.0,2021.0,25800.0,2748000.0,1920.0,1955.0,,9,2021
16518,029-859-239,STRATA,594186780130,59418678,CD-1 (547),Comprehensive Development,,EPS3444,196,130,PH5,188.0,KEEFER ST,,INTEREST IN THE COMMON PROPERTY IN,"196  NWD GROUP 1, TOGETHER WITH AN",LOT 130  PLAN EPS3444  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,704000.0,340000.0,2021.0,333000.0,722000.0,2016.0,2016.0,,26,2021
214906,027-245-306,STRATA,603186050162,60318605,CD-1 (432),Comprehensive Development,,BCS2563,2037,162,2101,125.0,MILROSS AVE,V6A 0A1,,2037  NEW WESTMINSTER GROUP 1.,LOT 162  PLAN BCS2563  DISTRICT LOT,,,1206000.0,410000.0,2021.0,402000.0,1088000.0,2007.0,2007.0,,30,2021
25372,003-868-516,LAND,794250430000,79425043,RS-1,One Family Dwelling,1,VAP3618,725,14,,2075.0,51ST AVE E,V5P 1W2,,RICT LOT 725  NEW WESTMINSTER,LOT 14  BLOCK 1  PLAN VAP3618  DIST,,,1326000.0,175000.0,2021.0,185000.0,1170000.0,1989.0,1989.0,,24,2021
117412,010-993-941,LAND,765135240000,76513524,RS-1,One Family Dwelling,5,VAP6044,526,3,,1368.0,47TH AVE W,V6M 2L8,,ICT LOT 526  NWD OF BLK 10.,LOT 3  BLOCK 5  PLAN VAP6044  DISTR,,,3070000.0,429000.0,2021.0,440000.0,2855000.0,1936.0,1990.0,,10,2021
190975,013-703-323,LAND,156818450000,15681845,RS-1,One Family Dwelling,A,VAP2505,319,66,,7837.0,HEATHER ST,V6P 3R6,& DL 323 & 324.,"RICT LOT 319  NWD OF LOTS 27 TO 31,",LOT 66  BLOCK A  PLAN VAP2505  DIST,,,1527000.0,60600.0,2021.0,68700.0,1345000.0,1965.0,1970.0,,12,2021
206270,025-827-197,STRATA,305810270038,30581027,CD-1 (68),Comprehensive Development,,BCS648,334,38,,7010.0,SAINT JULIEN MEWS,V5S 4W8,SHARE IN COM PROP THEREIN..,34  NEW WESTMINSTER UNDIV 109/4649,LOT 38  PLAN BCS648  DISTRICT LOT 3,,,596000.0,223000.0,2021.0,221000.0,592000.0,2004.0,2004.0,,25,2021
16282,028-012-917,STRATA,190596240052,19059624,HA-1A,Historic Area,,BCS3560,196,52,602,718.0,MAIN ST,V6A 0B1,INTEREST IN THE COMMON PROPERTY IN,"196  NWD GROUP 1, TOGETHER WITH AN",LOT 52  PLAN BCS3560  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,432000.0,137000.0,2021.0,135000.0,436000.0,2009.0,2009.0,,26,2021
88283,023-816-350,STRATA,770211600080,77021160,C-2,Commercial,,LMS2867,301,80,PH6,760.0,KINGSWAY,V5V 3C1,SHARE IN COM PROP THEREIN.,301  NEW WESTMINSTER UNDIV 49/5554,LOT 80  PLAN LMS2867  DISTRICT LOT,,,265000.0,102000.0,2021.0,101000.0,253000.0,1997.0,1997.0,,15,2021
18871,015-021-262,LAND,45688450000,4568845,RS-5,One Family Dwelling,114,VAP415,540,12,,3145.0,WATERLOO ST,V6R 3J8,,TRICT LOT 540  NEW WESTMINSTER,LOT 12  BLOCK 114  PLAN VAP415  DIS,,,1793000.0,92600.0,2021.0,103000.0,1563000.0,1950.0,1990.0,,2,2021
184613,006-521-461,STRATA,650234590019,65023459,RM-4N,Multiple Family Dwelling,,VAS1438,264A,19,305,1603.0,BROADWAY E,V5N 1V9,000000 SHARE IN COM PROP THEREIN.,264A  NEW WESTMINSTER UNDIV 46237/1,LOT 19  PLAN VAS1438  DISTRICT LOT,,,261000.0,64200.0,2021.0,66500.0,258000.0,1982.0,1982.0,,14,2021
84739,017-881-722,LAND,237716650000,23771665,RS-1,One Family Dwelling,7,LMP5732,352,D,,4521.0,PERRY ST,V5N 3X6,& BLKS 9 & 11.,"ICT LOT 352  NWD OF LOTS 19 TO 22,",LOT D  BLOCK 7  PLAN LMP5732  DISTR,,,1246000.0,238000.0,2021.0,240000.0,1090000.0,1993.0,1993.0,,19,2021
138227,010-174-877,LAND,308695460000,30869546,RS-1,One Family Dwelling,16,VAP8287,THSL,58,,3406.0,MONS DR,V5M 3B6,TION 40 & 41.,TRICT LOT THSL  NEW WESTMINSTER SEC,LOT 58  BLOCK 16  PLAN VAP8287  DIS,,,1346000.0,35000.0,2021.0,35900.0,1223000.0,1948.0,1965.0,,22,2021
147659,018-494-200,STRATA,654165980008,65416598,CD-1 (187),Comprehensive Development,,LMS1109,526,8,203,500.0,10TH AVE W,V5Z 4P1,HARE IN COM PROP THEREIN.,26  NEW WESTMINSTER UNDIV 85/8493 S,LOT 8  PLAN LMS1109  DISTRICT LOT 5,,,479000.0,308000.0,2021.0,309000.0,451000.0,1994.0,1994.0,,7,2021
139398,014-403-153,STRATA,654165040128,65416504,CD-1 (187),Comprehensive Development,,VAS2443,526,128,802,2668.0,ASH ST,V5Z 4K4,IN THE COMMON PROPERTY IN PROPORTI,526  NWD TOGETHER WITH AN INTEREST,LOT 128  PLAN VAS2443  DISTRICT LOT,ON TO THE UNIT ENTITLEMENT OF THE S,TRATA LOT AS SHOWN ON FORM 1,623000.0,373000.0,2021.0,370000.0,585000.0,1989.0,1989.0,,7,2021
61459,015-551-202,LAND,646186060000,64618606,I-1,Light Industrial,44,VAP197,200A,1,,106.0,7TH AVE E,V5T 1M6,PLANATORY PL 9875),ICT LOT 200A  NWD  GROUP 1  AMD (EX,LOT 1  BLOCK 44  PLAN VAP197  DISTR,,,6387000.0,1262000.0,2021.0,1559000.0,6387000.0,1972.0,1973.0,,13,2021
134933,010-204-199,LAND,307686360000,30768636,RS-1,One Family Dwelling,6,VAP8267,THSL,11,,3526.0,FALAISE AVE,V5M 4C1,C 41.,AP8267  DISTRICT LOT THSL  NWD & SE,LOT 11  BLOCK 6  SECTION 40  PLAN V,,,1364000.0,551000.0,2021.0,553000.0,1239000.0,2000.0,2001.0,,22,2021
39021,027-616-070,STRATA,592117980077,59211798,CD-1 (441),Comprehensive Development,,BCS3053,185,77,1502,1211.0,MELVILLE ST,V6E 0A7,INTEREST IN THE COMMON PROPERTY IN,"185  NWD GROUP 1, TOGETHER WITH AN",LOT 77  PLAN BCS3053  DISTRICT LOT,PROPORTION TO THE UNIT ENTITLEMENT,OF THE STRATA LOT AS SHOWN ON FORM,532000.0,273000.0,2021.0,268000.0,508000.0,2008.0,2008.0,,26,2021
193170,026-588-544,STRATA,316718080199,31671808,CD-1 (314),Comprehensive Development,,BCS1721,36,199,2001,5380.0,OBEN ST,V5R 6H7,,36  NEW WESTMINSTER GROUP 1.,LOT 199  PLAN BCS1721  DISTRICT LOT,,,336000.0,136000.0,2021.0,135000.0,303000.0,2005.0,2005.0,,23,2021
173266,009-737-618,LAND,237750800000,23775080,RS-1,One Family Dwelling,1,VAP9148,717,F,,5862.0,ARGYLE ST,V5P 3J7,,ICT LOT 717  NEW WESTMINSTER,LOT F  BLOCK 1  PLAN VAP9148  DISTR,,,1481000.0,33900.0,2021.0,33200.0,1319000.0,1956.0,1956.0,,19,2021
177056,030-639-671,STRATA,810124050051,81012405,CD-1 (521),Comprehensive Development,,EPS5055,526,51,607,1561.0,57TH AVE W,V6P 0H5,"R LAND DISTRICT, TOGETHER WITH AN I","CT LOT 526, GROUP 1, NEW WESTMINSTE","STRATA LOT 51, PLAN EPS5055, DISTRI",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,1502000.0,710000.0,2021.0,698000.0,1361000.0,2018.0,2018.0,,10,2021
144326,024-587-362,STRATA,640045830010,64004583,C-2,Commercial,,LMS3987,540,10,107,3333.0,4TH AVE W,V6R 4R9,SHARE IN COMM PROP THEREIN.,540  NEW WESTMINSTER UNDIV 44/4155,LOT 10  PLAN LMS3987  DISTRICT LOT,,,355000.0,81900.0,2021.0,81300.0,365000.0,1999.0,1999.0,,2,2021
175813,023-937-998,STRATA,157606020425,15760602,CD-1 (324),Comprehensive Development,,LMS2995,FC,425,2207,1009.0,EXPO BLVD,V6Z 2V9,"STRICT, TOGETHER WITH AN INTEREST I","ICT LOT FC, NEW WESTMINSTER LAND DI","STRATA LOT 425, PLAN LMS2995, DISTR",N THE COMMON PROPERTY IN PROPORTION,TO THE UNIT ENTITLEMENT OF THE STR,669000.0,302000.0,2021.0,299000.0,635000.0,1997.0,1997.0,,30,2021
56876,029-502-519,STRATA,280723970001,28072397,RM-7,Multiple Family Dwelling,116,EPS2561,37,1,,2795.0,HORLEY ST,V5R 4R7,"1, TOGETHER WITH AN INTEREST IN TH","TRICT LOT 37  NWD PART S 1/2, GROUP",LOT 1  BLOCK 116  PLAN EPS2561  DIS,E COMMON PROPERTY IN PROPORTION TO,THE UNIT ENTITLEMENT OF THE STRATA,775000.0,352000.0,2021.0,353000.0,733000.0,2015.0,2015.0,,23,2021
61436,015-562-212,LAND,600196310000,60019631,RT-3,Two Family Dwelling,102,VAP196,196,26,,531.0,PRIOR ST,V6A 2G4,,TRICT LOT 196  NWD GROUP 1.,LOT 26  BLOCK 102  PLAN VAP196  DIS,,,1160000.0,46500.0,2021.0,47200.0,1049000.0,1963.0,1963.0,,13,2021
130135,030-447-542,STRATA,834313070120,83431307,CD-1 (566),,,EPS4966,331,120,1708,8538.0,RIVER DISTRICT CROSS,V5S 0C9,"ER LAND DISTRICT, TOGETHER WITH AN","ICT LOT 331, GROUP 1, NEW WESTMINST","STRATA LOT 120, PLAN EPS4966, DISTR",INTEREST IN THE COMMON PROPERTY IN,PROPORTION TO THE UNIT ENTITLEMENT,280000.0,176000.0,2021.0,173000.0,291000.0,2018.0,2018.0,,18,2021
